CURRENT ENERGY,CURRENT REFERENCE ENERGY,DD SOLVATION ENERGY,HF KINETIC ENERGY,HF POTENTIAL ENERGY,HF TOTAL ENERGY,HF VIRIAL RATIO,NUCLEAR REPULSION ENERGY,ONE-ELECTRON ENERGY,PCM POLARIZATION ENERGY,PE ENERGY,SCF ITERATION ENERGY,SCF ITERATIONS,SCF TOTAL ENERGY,TWO-ELECTRON ENERGY,CURRENT DIPOLE,CURRENT GRADIENT,HF TOTAL GRADIENT,SCF DIPOLE,SCF TOTAL ENERGIES,SCF TOTAL GRADIENT
-778.7266252178923,-778.7266252178923,0.0,777.5720697300251,-1556.2986949479175,-778.7266252178924,2.0014848211925464,992.1561220532473,-3034.0012090249165,0.0,0.0,-778.7266252178923,8.0,-778.7266252178923,1263.118461753777,[ 0.31143582 -1.57311774 -0.53605199],<psi4.core.Matrix object at 0x744b7997bd70>,<psi4.core.Matrix object at 0x744b3f3c1d90>,[ 0.31143582 -1.57311774 -0.53605199],"[-778.72629957 -778.72662433 -778.72662508 -778.72662520 -778.72662521
 -778.72662522 -778.72662522 -778.72662522 -778.72662522]",<psi4.core.Matrix object at 0x744b3e595910>
