CURRENT ENERGY,CURRENT REFERENCE ENERGY,DD SOLVATION ENERGY,HF KINETIC ENERGY,HF POTENTIAL ENERGY,HF TOTAL ENERGY,HF VIRIAL RATIO,NUCLEAR REPULSION ENERGY,ONE-ELECTRON ENERGY,PCM POLARIZATION ENERGY,PE ENERGY,SCF ITERATION ENERGY,SCF ITERATIONS,SCF TOTAL ENERGY,TWO-ELECTRON ENERGY,CURRENT DIPOLE,CURRENT GRADIENT,HF TOTAL GRADIENT,SCF DIPOLE,SCF TOTAL ENERGIES,SCF TOTAL GRADIENT
-1407.6430738654983,-1407.6430738654983,0.0,1406.2201943079756,-2813.8632681734734,-1407.643073865498,2.0010118469093827,1808.2072369293633,-5522.091713307511,0.0,0.0,-1407.6430738654983,7.0,-1407.6430738654983,2306.2414025126495,[ 0.97243046 -2.28577724  0.14225361],<psi4.core.Matrix object at 0x7fb90847fe30>,<psi4.core.Matrix object at 0x7fb8ccfd85f0>,[ 0.97243046 -2.28577724  0.14225361],"[-1407.64228767 -1407.64303399 -1407.64306904 -1407.64307371
 -1407.64307385 -1407.64307386 -1407.64307387 -1407.64307387]",<psi4.core.Matrix object at 0x7fb8ccfd9130>
