CURRENT ENERGY,CURRENT REFERENCE ENERGY,DD SOLVATION ENERGY,DFT FUNCTIONAL TOTAL ENERGY,DFT TOTAL ENERGY,DFT VV10 ENERGY,DFT XC ENERGY,GRID ELECTRONS ALPHA,GRID ELECTRONS BETA,GRID ELECTRONS TOTAL,NUCLEAR REPULSION ENERGY,ONE-ELECTRON ENERGY,PCM POLARIZATION ENERGY,PE ENERGY,SCF ITERATION ENERGY,SCF ITERATIONS,SCF TOTAL ENERGY,TWO-ELECTRON ENERGY,XC GRID RADIAL POINTS,XC GRID SPHERICAL POINTS,XC GRID TOTAL POINTS,CURRENT DIPOLE,CURRENT GRADIENT,DFT TOTAL GRADIENT,SCF DIPOLE,SCF TOTAL ENERGIES,SCF TOTAL GRADIENT
-822.8034545692075,-822.8034545692075,0.0,-822.8034545692074,-822.8034545692074,0.0,-89.03692983012522,60.000050748615465,60.000050748615465,120.00010149723093,1095.3950793009074,-3295.072766705895,0.0,0.0,-822.8034545692075,7.0,-822.8034545692075,1465.9111626659053,75.0,302.0,540380.0,[ 0.68087237 -1.61620266 -0.50993454],<psi4.core.Matrix object at 0x7620da6bd5b0>,<psi4.core.Matrix object at 0x7620db5c5f70>,[ 0.68087237 -1.61620266 -0.50993454],"[-822.80325877 -822.80345422 -822.80345437 -822.80345452 -822.80345457
 -822.80345457 -822.80345457 -822.80345457]",<psi4.core.Matrix object at 0x7620da7fdcd0>
