0,6.004
1,9.046
2,9.523
3,6.367
4,5.398
5,7.42
6,8.824
7,6.585
8,9.155
9,7.77
10,6.456
11,7.721
12,7.398
13,8.699
14,9.301
15,7.959
16,8.301
17,9.699
18,9.301
19,9.523
20,7.921
21,7.081
22,6.854
23,9.046
24,8.0
25,8.678
26,7.119
27,8.222
28,7.244
29,8.222
