0,9.523
1,7.42
2,9.046
3,6.004
4,9.301
5,6.585
6,8.222
7,9.699
8,7.244
9,5.398
10,7.119
11,7.42
12,7.959
13,6.456
14,9.699
15,8.0
16,9.046
17,9.301
18,8.301
19,8.824
20,8.678
21,7.481
22,7.31
23,8.921
24,9.301
25,6.854
26,9.155
27,6.367
28,9.222
29,7.921
