;8.00_19.00_5.00_NH3+_C:;12.00_26.00_3.00_NH3+_C:;13.00_20.00_3.00_NH3+_C:;14.00_20.00_1.00_NH3+_C:;14.00_20.00_2.00_NH3+_C:;17.00_22.00_0.00_NH3+_C:;20.00_19.00_-1.00_NH3+_C:;20.00_21.00_-3.00_NH3+_C:;21.00_23.00_-1.00_NH3+_C:;9.00_24.00_6.00_NH3+_LJ:;11.00_22.00_1.00_NH3+_LJ:;20.00_18.00_1.00_NH3+_LJ:;20.00_22.00_3.00_NH3+_LJ:;21.00_17.00_-1.00_NH3+_LJ:;22.00_19.00_-4.00_NH3+_LJ:;23.00_19.00_-1.00_NH3+_LJ:
DFT_K003__PAC_aligned;-4.42055817908944;0.5434993287572123;-0.9234202407180518;27.53609881603569;20.40548550022155;66.64688840136319;126.66872652214276;-154.47946043630398;-16.53851736257206;-0.135383577238453;127.03141098307081;127.77899414419547;71.31754050340352;-3.616875205861015;2.9000795635033114;127.24204114427519
DFT_K020__PAC_aligned;-7.971149433501651;12.21772639476805;43.39355646936525;23.646018195858154;28.330503096267464;95.42369005044628;126.98173504012993;-179.1740441447473;5.688837122160638;1.3682891916935556;127.75054625568681;127.78256706234781;71.95154412499888;41.655277301940274;17.52484373131006;128.05195540477277
DFT_K045__PAC_aligned;-2.5428663852953104;-2.3625820874791934;11.980110649338991;34.25725914088537;20.94306977780103;39.23992524072625;127.07805320095795;-108.56815457665915;8.690277172285985;-0.27486125998556066;128.8201497943164;127.8737699946729;107.24818447149966;9.008845880957812;13.216694671873938;128.09956998709623
DFT_K054__PAC_aligned;3.3204716262937053;-51.89894378117984;-11.011502783617512;30.196380061570075;14.651730382900835;50.98453988708363;126.67828959281997;-192.4999845257489;5.005669915233674;-0.8407059801702145;129.85430642152818;127.8108787373121;61.80597948633751;2.352684965423858;32.66028016712482;127.69975763008671
DFT_K063__PAC_aligned;2.940596861329646;1.276296740496857;-12.436242661621026;-75.93016647268988;-63.90163832971021;23.60039789487876;126.91709982357588;-61.37635563652581;-5.417208318350529;-0.114095099946263;127.50774808442863;127.90519252550875;98.01900525427317;14.394560424937817;18.949234709577564;127.89258146746427
DFT_K065__PAC_aligned;-2.201924325546111;2.2936198789679096;-43.76659923718135;26.67679278553512;30.629805586222385;79.78567534696619;126.49278053700489;-78.77437362742909;16.177109186730007;-0.2278170612778718;128.0546153205555;127.90609359113435;73.82873102608269;4.135911476097996;25.51033757475282;128.09862926399128
DFT_K083__PAC_aligned;-3.3566983456826858;-15.151195200926496;6.039990037000482;5.235850046160508;13.535379965825754;54.56299178031227;126.8396757152662;-178.16380025040633;28.76939869417808;-0.3481424252869083;129.01589878527065;127.81118411702725;67.99129500716519;42.030422655669135;32.18875926774752;128.06097680369083
DFT_K092__PAC_aligned;9.101180441782011;-28.90069962184157;-37.89511423416595;29.65822868620146;7.743768035047008;59.08972279810816;126.7747676968781;-160.53159803408178;11.768342102019831;-0.6454366222878813;128.68870182963394;127.92162982200665;89.74946720209671;126.98839880273805;20.96685716202692;128.0125488131728
